,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
4,frozenset({'001_绿叶蔬菜'}),frozenset({'007_新鲜水果'}),0.16375545851528384,0.30484508213765854,0.08208567269702641,0.5012698412698413,1.644342883128695,0.03216562649544477,1.3938497716526899
5,frozenset({'007_新鲜水果'}),frozenset({'001_绿叶蔬菜'}),0.30484508213765854,0.16375545851528384,0.08208567269702641,0.2692701227830832,1.6443428831286948,0.03216562649544477,1.1443962640061551
52,frozenset({'008_豆制品'}),frozenset({'007_新鲜水果'}),0.17857142857142858,0.30484508213765854,0.07127261384903306,0.39912663755458516,1.3092769440654843,0.016835992038736897,1.1569075304540424
53,frozenset({'007_新鲜水果'}),frozenset({'008_豆制品'}),0.30484508213765854,0.17857142857142858,0.07127261384903306,0.23379945429740792,1.3092769440654843,0.016835992038736897,1.0720803790022575
61,frozenset({'007_新鲜水果'}),frozenset({'020_其他肉类'}),0.30484508213765854,0.17623206487835308,0.0673216885007278,0.22083901773533424,1.2531148510787284,0.013598210207597085,1.0572499828306714
60,frozenset({'020_其他肉类'}),frozenset({'007_新鲜水果'}),0.17623206487835308,0.30484508213765854,0.0673216885007278,0.38200589970501475,1.2531148510787284,0.013598210207597085,1.1248568837963426
6,frozenset({'001_绿叶蔬菜'}),frozenset({'008_豆制品'}),0.16375545851528384,0.17857142857142858,0.06201913079642337,0.37873015873015875,2.120888888888889,0.032777084632979826,1.322176801226367
7,frozenset({'008_豆制品'}),frozenset({'001_绿叶蔬菜'}),0.17857142857142858,0.16375545851528384,0.06201913079642337,0.34730713245997086,2.1208888888888886,0.032777084632979826,1.281222123104371
119,frozenset({'008_豆制品'}),frozenset({'020_其他肉类'}),0.17857142857142858,0.17623206487835308,0.06139530047826991,0.34381368267831147,1.950914454277286,0.02992528889284972,1.2553872480669286
118,frozenset({'020_其他肉类'}),frozenset({'008_豆制品'}),0.17623206487835308,0.17857142857142858,0.06139530047826991,0.34837758112094397,1.9509144542772863,0.02992528889284972,1.260589794994503
73,frozenset({'007_新鲜水果'}),frozenset({'043_低温酸奶'}),0.30484508213765854,0.156997296735288,0.061291328758577665,0.20105729877216919,1.280641787808426,0.01343147493991844,1.0551478872879982
72,frozenset({'043_低温酸奶'}),frozenset({'007_新鲜水果'}),0.156997296735288,0.30484508213765854,0.061291328758577665,0.39039735099337747,1.280641787808426,0.01343147493991844,1.1403410385357258
78,frozenset({'051_调味品'}),frozenset({'007_新鲜水果'}),0.1945830734040341,0.30484508213765854,0.06051154086088584,0.31098049692759816,1.0201263367836424,0.0011938478664350188,1.0089045589603507
79,frozenset({'007_新鲜水果'}),frozenset({'051_调味品'}),0.30484508213765854,0.1945830734040341,0.06051154086088584,0.1984993178717599,1.0201263367836424,0.0011938478664350188,1.0048861399061157
67,frozenset({'007_新鲜水果'}),frozenset({'029_冷藏点心'}),0.30484508213765854,0.15808899979205657,0.05999168226242462,0.19679399727148705,1.2448304279889262,0.011799028135754855,1.0481881327429683
66,frozenset({'029_冷藏点心'}),frozenset({'007_新鲜水果'}),0.15808899979205657,0.30484508213765854,0.05999168226242462,0.37948043406774085,1.2448304279889262,0.011799028135754855,1.120278805097711
68,frozenset({'031_面包'}),frozenset({'007_新鲜水果'}),0.15205864004990644,0.30484508213765854,0.05848409232688709,0.3846153846153846,1.2616748871864834,0.012129763711132703,1.1296267415263048
69,frozenset({'007_新鲜水果'}),frozenset({'031_面包'}),0.30484508213765854,0.15205864004990644,0.05848409232688709,0.1918485675306958,1.2616748871864834,0.012129763711132703,1.0492357321686745
29,frozenset({'007_新鲜水果'}),frozenset({'002_根茎蔬菜'}),0.30484508213765854,0.11811187357038885,0.05489706799750468,0.1800818553888131,1.5246719059239475,0.01889124419750675,1.0755806932993426
28,frozenset({'002_根茎蔬菜'}),frozenset({'007_新鲜水果'}),0.11811187357038885,0.30484508213765854,0.05489706799750468,0.4647887323943662,1.5246719059239475,0.01889124419750675,1.298842083374375
271,frozenset({'050_烹调油/汁'}),frozenset({'051_调味品'}),0.1477438136826783,0.1945830734040341,0.05458515283842795,0.3694581280788178,1.898716684938322,0.025836707495619417,1.2773409070232897
270,frozenset({'051_调味品'}),frozenset({'050_烹调油/汁'}),0.1945830734040341,0.1477438136826783,0.05458515283842795,0.28052364413572,1.8987166849383217,0.025836707495619417,1.1845506518328017
100,frozenset({'076_干脆小食'}),frozenset({'007_新鲜水果'}),0.1576731129132876,0.30484508213765854,0.051154086088583905,0.32443125618199803,1.064249598212298,0.003088213031632439,1.0289921258547983
101,frozenset({'007_新鲜水果'}),frozenset({'076_干脆小食'}),0.30484508213765854,0.1576731129132876,0.051154086088583905,0.16780354706684858,1.0642495982122977,0.003088213031632439,1.0121731282533775
11,frozenset({'020_其他肉类'}),frozenset({'001_绿叶蔬菜'}),0.17623206487835308,0.16375545851528384,0.05084217092950717,0.2884955752212389,1.7617463126843658,0.021983208340257215,1.1753188207434444
10,frozenset({'001_绿叶蔬菜'}),frozenset({'020_其他肉类'}),0.16375545851528384,0.17623206487835308,0.05084217092950717,0.31047619047619046,1.7617463126843658,0.021983208340257215,1.1946910661294603
0,frozenset({'001_绿叶蔬菜'}),frozenset({'002_根茎蔬菜'}),0.16375545851528384,0.11811187357038885,0.05016635475150759,0.30634920634920637,2.5937206572769953,0.03082489073888933,1.2713718985140847
1,frozenset({'002_根茎蔬菜'}),frozenset({'001_绿叶蔬菜'}),0.11811187357038885,0.16375545851528384,0.05016635475150759,0.42473591549295775,2.5937206572769953,0.03082489073888933,1.4536706949145182
43,frozenset({'007_新鲜水果'}),frozenset({'003_水果蔬菜'}),0.30484508213765854,0.1065710126845498,0.04933458099396964,0.16183492496589358,1.518564203240941,0.016846931878654603,1.0659344011429908
42,frozenset({'003_水果蔬菜'}),frozenset({'007_新鲜水果'}),0.1065710126845498,0.30484508213765854,0.04933458099396964,0.4629268292682927,1.5185642032409412,0.016846931878654603,1.2943393111878292
433,frozenset({'136_卫生纸'}),frozenset({'137_纸巾'}),0.12778124350176753,0.14644416718652525,0.04834684965689332,0.3783563873067534,2.583622103738981,0.029634031870218385,1.3730629823661786
432,frozenset({'137_纸巾'}),frozenset({'136_卫生纸'}),0.14644416718652525,0.12778124350176753,0.04834684965689332,0.3301384451544196,2.5836221037389806,0.029634031870218385,1.3020880959488716
109,frozenset({'007_新鲜水果'}),frozenset({'137_纸巾'}),0.30484508213765854,0.14644416718652525,0.04798294863797047,0.15740109140518418,1.0748198062726741,0.0033401644634131825,1.0130037246748058
108,frozenset({'137_纸巾'}),frozenset({'007_新鲜水果'}),0.14644416718652525,0.30484508213765854,0.04798294863797047,0.3276535321263756,1.0748198062726741,0.0033401644634131825,1.0339236555534403
92,frozenset({'060_大米'}),frozenset({'007_新鲜水果'}),0.1546059471823664,0.30484508213765854,0.047619047619047616,0.30800268997982516,1.0103580737469162,0.0004881849512686359,1.0045630348506336
93,frozenset({'007_新鲜水果'}),frozenset({'060_大米'}),0.30484508213765854,0.1546059471823664,0.047619047619047616,0.15620736698499318,1.0103580737469162,0.0004881849512686359,1.0018978831290628
372,frozenset({'076_干脆小食'}),frozenset({'074_饼干/曲奇'}),0.1576731129132876,0.1270014556040757,0.047203160740278645,0.2993735575337949,2.3572450891199668,0.02717844589066534,1.2460256871307474
373,frozenset({'074_饼干/曲奇'}),frozenset({'076_干脆小食'}),0.1270014556040757,0.1576731129132876,0.047203160740278645,0.3716741711011052,2.3572450891199668,0.02717844589066534,1.340589306288494
76,frozenset({'050_烹调油/汁'}),frozenset({'007_新鲜水果'}),0.1477438136826783,0.30484508213765854,0.04689124558120191,0.31738212526389864,1.0411259484270727,0.0018522705637749257,1.0183661219406055
77,frozenset({'007_新鲜水果'}),frozenset({'050_烹调油/汁'}),0.30484508213765854,0.1477438136826783,0.04689124558120191,0.15381991814461118,1.0411259484270727,0.0018522705637749257,1.0071806280864115
296,frozenset({'051_调味品'}),frozenset({'053_酱油/醋'}),0.1945830734040341,0.11062590975254731,0.046371386982740695,0.23831151482767832,2.1542106669291448,0.02484545746497273,1.1676349420540917
297,frozenset({'053_酱油/醋'}),frozenset({'051_调味品'}),0.11062590975254731,0.1945830734040341,0.046371386982740695,0.41917293233082703,2.1542106669291448,0.02484545746497273,1.3866725079257407
99,frozenset({'074_饼干/曲奇'}),frozenset({'007_新鲜水果'}),0.1270014556040757,0.30484508213765854,0.04434393844874194,0.3491608677855096,1.1453714960303654,0.00562816928351529,1.0680902291432077
98,frozenset({'007_新鲜水果'}),frozenset({'074_饼干/曲奇'}),0.30484508213765854,0.1270014556040757,0.04434393844874194,0.1454638472032742,1.1453714960303654,0.00562816928351529,1.021605161512213
440,frozenset({'141_传统衣物清洁'}),frozenset({'137_纸巾'}),0.12970472031607402,0.14644416718652525,0.043876065710126845,0.3382765531062124,2.309935312584701,0.0248815659632782,1.2898981240882006
441,frozenset({'137_纸巾'}),frozenset({'141_传统衣物清洁'}),0.14644416718652525,0.12970472031607402,0.043876065710126845,0.29960951366702165,2.309935312584701,0.0248815659632782,1.242585809868028
425,frozenset({'137_纸巾'}),frozenset({'131_口腔护理'}),0.14644416718652525,0.1296007485963818,0.04372010813058848,0.2985445509407171,2.3035711920961224,0.024740834435641113,1.2408475157914942
424,frozenset({'131_口腔护理'}),frozenset({'137_纸巾'}),0.1296007485963818,0.14644416718652525,0.04372010813058848,0.33734456478138786,2.3035711920961224,0.024740834435641113,1.2880839535133126
171,frozenset({'020_其他肉类'}),frozenset({'051_调味品'}),0.17623206487835308,0.1945830734040341,0.04330422125181951,0.2457227138643068,1.2628164904872576,0.009012444435450427,1.0677995233321564
170,frozenset({'051_调味品'}),frozenset({'020_其他肉类'}),0.1945830734040341,0.17623206487835308,0.04330422125181951,0.22254875768100454,1.2628164904872576,0.009012444435450427,1.0595750450722765
161,frozenset({'029_冷藏点心'}),frozenset({'020_其他肉类'}),0.15808899979205657,0.17623206487835308,0.04330422125181951,0.27392305162775404,1.5543315106523532,0.015443870383911849,1.1345463273120147
160,frozenset({'020_其他肉类'}),frozenset({'029_冷藏点心'}),0.17623206487835308,0.15808899979205657,0.04330422125181951,0.2457227138643068,1.554331510652353,0.015443870383911849,1.116182358507989
31,frozenset({'008_豆制品'}),frozenset({'002_根茎蔬菜'}),0.17857142857142858,0.11811187357038885,0.04309627781243502,0.2413391557496361,2.0433098591549297,0.02200487181772272,1.1624273654204582
30,frozenset({'002_根茎蔬菜'}),frozenset({'008_豆制品'}),0.11811187357038885,0.17857142857142858,0.04309627781243502,0.3648767605633803,2.0433098591549297,0.02200487181772272,1.2933372933372933
130,frozenset({'051_调味品'}),frozenset({'008_豆制品'}),0.1945830734040341,0.17857142857142858,0.0421085464753587,0.2164039540475554,1.2118621426663103,0.007361569081781177,1.0482806487750231
131,frozenset({'008_豆制品'}),frozenset({'051_调味品'}),0.17857142857142858,0.1945830734040341,0.0421085464753587,0.23580786026200873,1.2118621426663103,0.007361569081781177,1.0539455782312925
123,frozenset({'008_豆制品'}),frozenset({'029_冷藏点心'}),0.17857142857142858,0.15808899979205657,0.04106882927843627,0.22998544395924309,1.4547846103255508,0.01283865074414045,1.0933702403456655
122,frozenset({'029_冷藏点心'}),frozenset({'008_豆制品'}),0.15808899979205657,0.17857142857142858,0.04106882927843627,0.25978296612956264,1.4547846103255508,0.01283865074414045,1.1097131433648537
428,frozenset({'141_传统衣物清洁'}),frozenset({'131_口腔护理'}),0.12970472031607402,0.1296007485963818,0.04080889997920566,0.3146292585170341,2.4276808731783666,0.02399907112975813,1.2699684983929984
429,frozenset({'131_口腔护理'}),frozenset({'141_传统衣物清洁'}),0.1296007485963818,0.12970472031607402,0.04080889997920566,0.3148816686722824,2.4276808731783666,0.02399907112975813,1.2702846207564564
437,frozenset({'136_卫生纸'}),frozenset({'141_传统衣物清洁'}),0.12778124350176753,0.12970472031607402,0.0404449989602828,0.3165174938974776,2.4402927906260037,0.023871168510245892,1.2733248794423153
436,frozenset({'141_传统衣物清洁'}),frozenset({'136_卫生纸'}),0.12970472031607402,0.12778124350176753,0.0404449989602828,0.31182364729458917,2.4402927906260037,0.023871168510245892,1.2674349431934129
87,frozenset({'007_新鲜水果'}),frozenset({'057_罐头食品'}),0.30484508213765854,0.11790393013100436,0.04028904138074444,0.132162346521146,1.1209324945682384,0.004346608115605659,1.0164298199472963
86,frozenset({'057_罐头食品'}),frozenset({'007_新鲜水果'}),0.11790393013100436,0.30484508213765854,0.04028904138074444,0.3417107583774251,1.1209324945682384,0.004346608115605659,1.0560022462905496
2,frozenset({'001_绿叶蔬菜'}),frozenset({'003_水果蔬菜'}),0.16375545851528384,0.1065710126845498,0.04023705552089832,0.24571428571428575,2.3056390243902443,0.022785470474301735,1.1844702483348772
3,frozenset({'003_水果蔬菜'}),frozenset({'001_绿叶蔬菜'}),0.1065710126845498,0.16375545851528384,0.04023705552089832,0.37756097560975616,2.3056390243902443,0.022785470474301735,1.3434963244856335
89,frozenset({'007_新鲜水果'}),frozenset({'058_面食'}),0.30484508213765854,0.12403826159284674,0.040133083801206074,0.13165075034106413,1.0613721012408674,0.002320629757722334,1.0087666209779158
88,frozenset({'058_面食'}),frozenset({'007_新鲜水果'}),0.12403826159284674,0.30484508213765854,0.040133083801206074,0.3235540653813915,1.0613721012408674,0.002320629757722334,1.0276577658113675
192,frozenset({'051_调味品'}),frozenset({'029_冷藏点心'}),0.1945830734040341,0.15808899979205657,0.040133083801206074,0.20625166978359605,1.3046554159675283,0.009371640350298,1.0606775071620103
193,frozenset({'029_冷藏点心'}),frozenset({'051_调味品'}),0.15808899979205657,0.1945830734040341,0.040133083801206074,0.2538638605721802,1.304655415967528,0.009371640350298,1.079450363057881
403,frozenset({'137_纸巾'}),frozenset({'076_干脆小食'}),0.14644416718652525,0.1576731129132876,0.03940528176336037,0.2690805821796238,1.7065723965734398,0.016314974055067006,1.1524210009340794
402,frozenset({'076_干脆小食'}),frozenset({'137_纸巾'}),0.1576731129132876,0.14644416718652525,0.03940528176336037,0.24991757335970988,1.7065723965734396,0.016314974055067006,1.1379493806256127
32,frozenset({'020_其他肉类'}),frozenset({'002_根茎蔬菜'}),0.17623206487835308,0.11811187357038885,0.039301310043668124,0.22300884955752215,1.8881154181727535,0.018486210677707518,1.1350040807123698
33,frozenset({'002_根茎蔬菜'}),frozenset({'020_其他肉类'}),0.11811187357038885,0.17623206487835308,0.039301310043668124,0.33274647887323944,1.8881154181727535,0.018486210677707518,1.234565137596558
299,frozenset({'057_罐头食品'}),frozenset({'051_调味品'}),0.11790393013100436,0.1945830734040341,0.038729465585360785,0.32848324514991184,1.68813884683508,0.015787356494055455,1.199399599159324
298,frozenset({'051_调味品'}),frozenset({'057_罐头食品'}),0.1945830734040341,0.11790393013100436,0.038729465585360785,0.19903820464867755,1.68813884683508,0.015787356494055455,1.101296060546915
387,frozenset({'080_糖果'}),frozenset({'076_干脆小食'}),0.10017675192347682,0.1576731129132876,0.03841755042628405,0.3834976647638817,2.432232469303669,0.022622370108967293,1.3662995887340865
386,frozenset({'076_干脆小食'}),frozenset({'080_糖果'}),0.1576731129132876,0.10017675192347682,0.03841755042628405,0.24365314869765908,2.4322324693036688,0.022622370108967293,1.1896965612101547
311,frozenset({'076_干脆小食'}),frozenset({'051_调味品'}),0.1576731129132876,0.1945830734040341,0.03815762112705344,0.24200461589185623,1.243708466816924,0.007477102223204642,1.0625617826731468
310,frozenset({'051_调味品'}),frozenset({'076_干脆小食'}),0.1945830734040341,0.1576731129132876,0.03815762112705344,0.19609938551963665,1.243708466816924,0.007477102223204642,1.0477997801148438
274,frozenset({'053_酱油/醋'}),frozenset({'050_烹调油/汁'}),0.11062590975254731,0.1477438136826783,0.038053649407361195,0.343984962406015,2.328252898255491,0.02170935560840406,1.299141235303195
275,frozenset({'050_烹调油/汁'}),frozenset({'053_酱油/醋'}),0.1477438136826783,0.11062590975254731,0.038053649407361195,0.25756509500351865,2.328252898255491,0.02170935560840406,1.1979152438309293
304,frozenset({'051_调味品'}),frozenset({'060_大米'}),0.1945830734040341,0.1546059471823664,0.037689748388438346,0.19369489714133048,1.252829536452802,0.007606048019151726,1.0484791052671976
305,frozenset({'060_大米'}),frozenset({'051_调味品'}),0.1546059471823664,0.1945830734040341,0.037689748388438346,0.2437794216543376,1.2528295364528022,0.007606048019151726,1.0650555534443764
257,frozenset({'043_低温酸奶'}),frozenset({'076_干脆小食'}),0.156997296735288,0.1576731129132876,0.037429819089207735,0.23841059602649006,1.5120561243539608,0.01267556659398375,1.1060118256529876
256,frozenset({'076_干脆小食'}),frozenset({'043_低温酸奶'}),0.1576731129132876,0.156997296735288,0.037429819089207735,0.2373887240356083,1.5120561243539605,0.01267556659398375,1.1054159961097585
327,frozenset({'141_传统衣物清洁'}),frozenset({'051_调味品'}),0.12970472031607402,0.1945830734040341,0.03737783322936161,0.2881763527054108,1.480993940860615,0.012139490115249268,1.1314838017212472
326,frozenset({'051_调味品'}),frozenset({'141_传统衣物清洁'}),0.1945830734040341,0.12970472031607402,0.03737783322936161,0.19209190488912636,1.4809939408606152,0.012139490115249268,1.0772206454553355
44,frozenset({'003_水果蔬菜'}),frozenset({'008_豆制品'}),0.1065710126845498,0.17857142857142858,0.03727386150966937,0.3497560975609756,1.9586341463414632,0.018243323530285474,1.2632622441324617
45,frozenset({'008_豆制品'}),frozenset({'003_水果蔬菜'}),0.17857142857142858,0.1065710126845498,0.03727386150966937,0.20873362445414845,1.9586341463414632,0.018243323530285474,1.1291127930200777
321,frozenset({'136_卫生纸'}),frozenset({'051_调味品'}),0.12778124350176753,0.1945830734040341,0.037065918070284885,0.29007323026851095,1.4907423610593311,0.012201850986321698,1.1345070519042315
320,frozenset({'051_调味品'}),frozenset({'136_卫生纸'}),0.1945830734040341,0.12778124350176753,0.037065918070284885,0.19048891263692228,1.4907423610593313,0.012201850986321698,1.077463632202272
422,frozenset({'131_口腔护理'}),frozenset({'136_卫生纸'}),0.1296007485963818,0.12778124350176753,0.03696194635059264,0.2851985559566787,2.231928162075944,0.02040140153618702,1.2202252300505576
423,frozenset({'136_卫生纸'}),frozenset({'131_口腔护理'}),0.12778124350176753,0.1296007485963818,0.03696194635059264,0.2892595606183889,2.231928162075944,0.02040140153618702,1.2246372981969627
438,frozenset({'137_纸巾'}),frozenset({'140_卫生巾/护垫'}),0.14644416718652525,0.09144312746932834,0.036857974630900396,0.2516861909833156,2.7523795166316427,0.02346666198372334,1.2141388566977716
439,frozenset({'140_卫生巾/护垫'}),frozenset({'137_纸巾'}),0.09144312746932834,0.14644416718652525,0.036857974630900396,0.4030699260943718,2.7523795166316423,0.02346666198372334,1.4299092475418114
323,frozenset({'137_纸巾'}),frozenset({'051_调味品'}),0.14644416718652525,0.1945830734040341,0.036857974630900396,0.2516861909833156,1.293463951310462,0.00836241849765211,1.076309052286924
322,frozenset({'051_调味品'}),frozenset({'137_纸巾'}),0.1945830734040341,0.14644416718652525,0.036857974630900396,0.18942025113545286,1.293463951310462,0.00836241849765211,1.053018946018733
300,frozenset({'051_调味品'}),frozenset({'058_面食'}),0.1945830734040341,0.12403826159284674,0.03618215845290081,0.18594710125567726,1.4991108297377234,0.01204641229247113,1.0760501433731458
301,frozenset({'058_面食'}),frozenset({'051_调味品'}),0.12403826159284674,0.1945830734040341,0.03618215845290081,0.29170159262363793,1.4991108297377236,0.01204641229247113,1.137115258495843
